budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
60000000,354287,tt4758646,en,War Machine,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,10.282732,/zGlzlzms2vN5vSFVMWuknu7XGXP.jpg,2017-05-26,0.0,122.0,We're gonna liberate the sh** out of you.,War Machine,5.8,2017
0,438493,tt6110504,en,Becoming Bond,"The stranger-than-fiction true story of George Lazenby, a poor Australian car mechanic who, through an unbelievable set of circumstances, landed the role of James Bond despite having never acted a day in his life.",1.053472,/oRyVYIqegDB5rWjfloeu1Zgk332.jpg,2017-03-11,0.0,91.0,"The name’s Lazenby, George Lazenby",Becoming Bond,7.1,2017
0,454361,tt6822400,en,Vir Das: Abroad Understanding,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",0.742094,/nTBzr1Y0vOotkiE2Z1L3AWqtqZv.jpg,2017-04-25,0.0,65.0,,Vir Das: Abroad Understanding,7.0,2017
0,456193,tt6878486,en,"Norm Macdonald: Hitler's Dog, Gossip & Trickery","In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view.",0.778068,/mgkqgiNWaNC4BkUi9MXnGzJ6unV.jpg,2017-05-09,0.0,61.0,,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3,2017
0,412363,tt5991206,he,Laavor et hakir,"Michal is 32 years old. She became religious 12 years ago, and only now is she getting married. A month before the wedding, while checking out the catering for the event, the groom has a change of heart and the wedding is called off. Michal feels she’s unable to go back to ordinary life, to the usual course of matchmaking. She feels this is the moment to change something very basic in her personality. A simple belief that God is good and sweet; that He wants to give and is only waiting for her to wish it. Michal goes on a month-long journey lasting up to the planned wedding day: “I have the venue, the dress, the apartment; God can easily come up with my groom.”",1.235839,/oc2rXZ5IgNceS836R9RbaRJqNsH.jpg,2017-05-12,0.0,110.0,30 days. 1 wedding. No Groom.,The Wedding Plan,6.0,2017
4000000,447061,tt6582384,en,Red Nose Day Actually,"Fourteen years after the events of the first film, a series of encounters between people in Britain reminds us that in these different times Love, actually exists.",5.753444,/m7gBvNIXFwvuZKXd0CdbX9vwj5B.jpg,2017-03-24,0.0,15.0,Love Continues,Red Nose Day Actually,7.7,2017
0,448449,tt5563330,en,Whitney: Can I Be Me,The life and tragic death of Whitney Houston.,3.250568,/lTIpS9tlEn625aWMK8DvPR5S335.jpg,2017-04-24,0.0,105.0,,Whitney: Can I Be Me,6.1,2017
197471676,339964,tt2239822,en,Valerian and the City of a Thousand Planets,"In the 28th century, Valerian and Laureline are special operatives charged with keeping order throughout the human territories. On assignment from the Minister of Defense, the two undertake a mission to Alpha, an ever-expanding metropolis where species from across the universe have converged over centuries to share knowledge, intelligence, and cultures. At the center of Alpha is a mysterious dark force which threatens the peaceful existence of the City of a Thousand Planets, and Valerian and Laureline must race to identify the menace and safeguard not just Alpha, but the future of the universe.",15.262706,/8L7FE3bXjN98BcmKANzrL9WwKsK.jpg,2017-07-20,90024292.0,137.0,,Valerian and the City of a Thousand Planets,6.7,2017
0,327253,tt4464394,en,The Gracefield Incident,"On August 16, 2013, the Supreme Court mandated the CIA to declassify files that had been kept secret for the past 75 years. Visual records of documented paranormal events were released to the public. The following incident took place in Gracefield, Quebec.",4.184306,/lWZsV3dJfpWlEQG1Yn7GUSmrxdh.jpg,2017-07-21,0.0,95.0,,The Gracefield Incident,4.7,2017
0,431714,tt4143508,en,Long Strange Trip,"The tale of the Grateful Dead is inspiring, complicated, and downright messy. A tribe of contrarians, they made art out of open-ended chaos and inadvertently achieved success on their own terms. Never-before-seen footage and interviews offer this unprecedented and unvarnished look at the life of the Dead.",0.617655,/oSEVqbrqUj8w8UaK8pLNqrANmYT.jpg,2017-01-23,0.0,235.0,,Long Strange Trip,10.0,2017
0,452372,tt6710212,en,Warning: This Drug May Kill You,"A harrowing, unflinching look at the devastating effects of opioid addiction in the U.S. told from the perspectives of four families devastated by the deadly epidemic.",0.526562,/nYpGQB1np06do1L689JTkpzIZJz.jpg,2017-05-01,0.0,60.0,America's prescription opiods kill more than pain.,Warning: This Drug May Kill You,7.0,2017
0,433878,tt6333096,en,The Mars Generation,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,0.774638,/czL0pSnPEEJJsjrJzg8q86ALvnE.jpg,2017-01-20,0.0,97.0,"Some dream of space, others dare to conquer it.",The Mars Generation,7.5,2017
0,447236,tt4964310,hu,Kincsem,The new owner of a brilliant race horse finds love while carrying out his revenge on the man who murdered his father.,0.544214,/adLu7x7iLcwx52zb8t9imvKQuAA.jpg,2017-03-16,0.0,121.0,,Kincsem,5.3,2017
0,458310,tt6900644,en,Hasan Minhaj: Homecoming King,"Comic Hasan Minhaj of ""The Daily Show"" shares personal stories about racism, immigrant parents, prom night horrors and more in this stand-up special.",1.531309,/qnd3bxP6k1Wbk6Gl76avB9GaO0U.jpg,2017-05-23,0.0,72.0,,Hasan Minhaj: Homecoming King,8.1,2017
0,400552,tt5584176,de,Happy Burnout,,1.340083,/vj6rC4aVgnEe1ZV8NOmWeJVEcgI.jpg,2017-04-11,0.0,,,Happy Burnout,5.3,2017
0,459295,tt6948354,en,Sarah Silverman: A Speck of Dust,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",0.828399,/z5BooW5DZhplz18yjahUf4KuliL.jpg,2017-05-30,0.0,71.0,,Sarah Silverman: A Speck of Dust,7.7,2017
0,446850,tt6389344,ru,Tri bogatyrya i Morskoy tsar,No plot overview available,0.468664,/kuKCxn2onz7OfsWrKbwG0udg31O.jpg,2017-01-01,0.0,75.0,,Three heroes and the King of the Sea,5.5,2017
0,430988,tt6569546,ru,Вурдалаки,"The story takes place in 18th century russia. empress elizabeth’s confessor, monk named Lavr, is exiled to a monastery in a haunted mountainous region, taking his secret ancient knowledge with him. Years later, the empress sends her godson Andrey to bring the monk back. Andrey travels to the ill-famed place and meets with Lavr, but before they can return to St. Petersburg they must face evil forces and creatures of the dark side.",9.334447,/tA7revVjwKOd7JnNyi2P4gK4mVM.jpg,2017-02-22,0.0,90.0,,Vamps,5.0,2017
0,401359,tt3121200,en,Breakdown Lane,"When Kirby Lane's SUV breaks down in the middle of the desert, she must overcome the dehydration, coyotes, and lurking undead to find her way home.",0.957068,/nevwDR8ODeY7nqdZlEo0gqGH6ZA.jpg,2017-01-05,0.0,76.0,It's time to kick some zombie ass!,Breakdown Lane,4.0,2017
0,382589,tt5351818,fr,Rock'n Roll,"Guillaume Canet is told by a young co-star that he's no longer Rock'n' Roll and can't sell films anymore. He then tries to prove her wrong and gets help from his girlfriend, Marion Cotillard.",6.677459,/xwMcbjyvekxn6hFgxuwgyByKX81.jpg,2017-02-15,0.0,123.0,,Rock'n Roll,5.4,2017
0,76812,tt2090465,en,Black Butterfly,"Paul is a down-on-his-luck screenwriter who picks up a drifter and offers him a place to stay. However, when the deranged stranger takes Paul hostage and forces him to write, their unhinged relationship brings buried secrets to light.",20.058633,/cbFMuxF8p6C7Sbutbxsc4M57jrH.jpg,2017-05-26,0.0,93.0,,Black Butterfly,6.5,2017
0,430448,tt6398054,en,I Am Jane Doe,"Chronicles the epic battle that several American mothers are waging on behalf of their middle-school daughters, victims of sex-trafficking on Backpage.com, the adult classifieds section that for years was part of the Village Voice.",1.833216,/cQw2jh60Ey3zY90B8965JRclKQ2.jpg,2017-02-10,0.0,91.0,Speak Out. Fight Back.,I Am Jane Doe,6.7,2017
0,453053,tt6794450,en,Dumb: The Story of Big Brother Magazine,"The story of the rise and fall of the 1990s skate boarding magazine, ""Big Brother.""",0.444744,/xwNBsH7AqC1dldUW4IXNZd1Q23i.jpg,2017-06-03,0.0,79.0,,Dumb: The Story of Big Brother Magazine,6.0,2017
0,413992,tt2582498,en,Sweet Virginia,A former rodeo champ befriends a young man with a propensity for violence.,1.718775,/lwc4wabnPW9wEe9IoTG5w2Q4oBN.jpg,2017-11-17,0.0,95.0,,Sweet Virginia,0.0,2017
0,412059,tt5613402,en,Mobile Homes,"In forgotten towns along the American border, a young mother drifts from one motel to the next with her intoxicating boyfriend and her 8-year-old son. The makeshift family scrapes by, living one hustle at a time, until the discovery of a mobile home community offers an alternative life.",0.155147,/of72rtl3j0C9yJMlSJZHXnaByz8.jpg,2018-04-04,0.0,105.0,,Mobile Homes,0.0,2018
0,436305,tt6223974,en,The Farthest,Documentary about NASA's Voyager space programme,1.196529,/8juskIY6aErYUnKukqnDnTGyqXF.jpg,2017-02-26,0.0,120.0,12 billion miles and counting...,The Farthest,8.3,2017
0,378111,tt3823116,de,A Stork's Journey,"Orphaned at birth and raised by storks, the teenage sparrow Richard believes he is one of them. But when the time comes to migrate to Africa, his stork family is forced to reveal his true identity and leave him behind in the forest, since he is not a migratory bird and would not survive the journey. Determined to prove he is a stork after all, Richard ventures south on his own. But only with the help of Olga, an eccentric owl with an imaginary friend and Kiki, a narcissistic, disco-singing parakeet, does he stand a chance to reach his goal and learn to accept who he really is.",9.459123,/yd4ZGlZ2gL6V0tCFwfYggEOZiRf.jpg,2017-05-11,0.0,85.0,Their adventure is the destination.,A Stork's Journey,5.1,2017
0,408616,tt4826674,en,The Journey,"Firebrand Democratic Unionist Party leader Ian Paisley and Sinn Fein politician Martin McGuinness, two implacable enemies in Northern Ireland, are forced to take a short journey together in which they will take the biggest leap of faith and change the course of history.",0.859277,/avmWN1YGYbzW4n1cbffw4uLCZSr.jpg,2017-03-30,0.0,94.0,,The Journey,7.4,2017
0,419192,tt5031332,en,McLaren,"The story of New Zealander, Bruce McLaren, who founded the McLaren Motor Racing team, showing the world that a man of humble beginnings could take on the elite of motor racing and win.",1.487037,/yRWIvyWNgsuPSHEVIMbS9aDY280.jpg,2017-05-25,0.0,94.0,Pioneer. Leader. Father. Champion.,McLaren,8.0,2017
0,456098,tt2312184,en,All About the Money,"Two ""down on their luck"" buddies are convinced by a third to take a vacation. Only after landing in the third world country do they realize that they are there to attempt to capture the United States' most wanted criminal - with no military training.",0.918121,/AoR9XuGB0NROiv7YgtJoBAfm40C.jpg,2017-06-02,0.0,0.0,,All About the Money,6.7,2017
7200,457307,tt6679360,ru,Он вам не Димон,,0.351969,/kI9NRfC9CdPmL7YzE3czdClKRmA.jpg,2017-03-02,0.0,0.0,,"Don't call him ""Dimon""",7.5,2017
0,340027,tt3704700,en,Brain on Fire,A look at a young woman's rapid descent into insanity.,4.341687,/3PGkcyCDtjEHvyhi5eAkKdWkA6w.jpg,2017-02-22,0.0,95.0,,Brain on Fire,8.0,2017
5000000,436994,tt6830780,ko,루시드 드림,"Dae-ho, an investigative journalist, seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend, he will retrace his memory of the incident through the use of lucid dreaming techniques.",1.748838,/kFNCZo3ME1q83x6AfkSdhGZZOUG.jpg,2017-02-22,0.0,101.0,,Lucid Dream,6.8,2017
4000000,452068,tt5352846,en,Drone,Ideologies collide with fatal results when a military drone contractor meets an enigmatic Pakistani businessman.,8.413334,/o1Zp7DBOkxDhGCg6fXhuaFaFwsN.jpg,2017-05-26,0.0,91.0,Choose your target wisely.,Drone,5.7,2017
0,451644,tt5610626,en,Dragonheart: Battle for the Heartfire,"When the King Gareth dies, his potential heirs, twin grandchildren who possess the dragon’s unique strengths, use their inherited powers against each other to vie for the throne. When Drago’s source of power – known as the Heartfire – is stolen, more than the throne is at stake; the siblings must end their rivalry with swords and sorcery or the kingdom may fall.",7.794894,/xMFfqIvSqDb5zBLelDHRbjec4Ua.jpg,2017-06-13,0.0,98.0,,Dragonheart: Battle for the Heartfire,5.7,2017
0,460024,tt5702566,en,Stasis,"After a night out of partying and left behind by her friends, Ava wakes up and sneaks back home only to find that she's already safe in bed. But that's not Ava - it's someone who looks just like her. A time-traveling fugitive has stolen Ava's body, her identity, and her life. What's more -- she's not alone. There are others, hiding in the past, secretly living among us, plotting to alter the future. Without her body, Ava is a virtual ghost, silent and invisible to the world. And, so far as she knows, she's the only one who can stop them and put the timeline back on course.",6.868237,/g0AgiPF1qBObVDLK7pwncujVpuo.jpg,2017-06-02,0.0,84.0,Their war. Our time.,Stasis,4.0,2017
0,448763,tt5635808,pt,Amor.com,It's a love story between a fashion blogger and a video game blogger. The beauty and the nerd.,1.957136,/oMs1B6TaVBOw8DFjcOWKr9OqJBW.jpg,2017-06-01,0.0,92.0,,Amor.com,6.8,2017
0,426469,tt1105355,en,Growing Up Smith,"In 1979, an Indian family moves to America with hopes of living the American Dream. While their 10-year-old boy Smith falls head-over-heels for the girl next door, his desire to become a ""good old boy"" propels him further away from his family's ideals than ever before.",1.435904,/ncALkAajnctju0CYKH4bFm40QJD.jpg,2017-02-03,0.0,102.0,It’s better to stand out than to fit in.,Growing Up Smith,7.4,2017
0,356752,tt4462372,en,AWOL,A young woman in the Army must make tough decisions when her love for an older woman causes her to question just where she is going. Adapted from Deb Shoval's 2011 short film of the same name.,2.146718,/cK1DvOZWUVujRgRXPFYCP6XDUxS.jpg,2017-05-19,0.0,82.0,,AWOL,5.3,2017
0,457962,tt1386691,en,Shimmer Lake,An inventive crime thriller told backwards -- reversing day by day through a week -- following a local sheriff's quest to unlock the mystery of three small town criminals and a bank heist gone wrong.,6.965189,/bQHhpTHiys0CZRrdDRKvXBmM5KL.jpg,2017-06-09,0.0,83.0,,Shimmer Lake,6.0,2017
